,precision,recall,f1-score,support
activate_my_card,0.3617021276595745,0.85,0.5074626865671642,40.0
age_limit,0.9302325581395349,1.0,0.963855421686747,40.0
apple_pay_or_google_pay,0.8333333333333334,0.875,0.8536585365853658,40.0
atm_support,0.8292682926829268,0.85,0.8395061728395061,40.0
automatic_top_up,0.875,0.875,0.875,40.0
balance_not_updated_after_bank_transfer,0.4,0.55,0.46315789473684216,40.0
balance_not_updated_after_cheque_or_cash_deposit,0.5208333333333334,0.625,0.5681818181818181,40.0
beneficiary_not_allowed,0.7727272727272727,0.85,0.8095238095238095,40.0
cancel_transfer,0.5692307692307692,0.925,0.7047619047619047,40.0
card_about_to_expire,0.7358490566037735,0.975,0.8387096774193549,40.0
card_acceptance,0.8,0.8,0.8000000000000002,40.0
card_arrival,0.6756756756756757,0.625,0.6493506493506493,40.0
card_delivery_estimate,0.6666666666666666,0.7,0.6829268292682926,40.0
card_linking,0.5818181818181818,0.8,0.6736842105263158,40.0
card_not_working,0.5098039215686274,0.65,0.5714285714285715,40.0
card_payment_fee_charged,0.6545454545454545,0.9,0.7578947368421052,40.0
card_payment_not_recognised,0.5333333333333333,0.8,0.64,40.0
card_payment_wrong_exchange_rate,0.8292682926829268,0.85,0.8395061728395061,40.0
card_swallowed,0.8620689655172413,0.625,0.7246376811594203,40.0
cash_withdrawal_charge,0.7368421052631579,0.7,0.717948717948718,40.0
cash_withdrawal_not_recognised,0.6153846153846154,0.6,0.6075949367088608,40.0
change_pin,0.717391304347826,0.825,0.7674418604651162,40.0
compromised_card,0.7931034482758621,0.575,0.6666666666666666,40.0
contactless_not_working,1.0,0.35,0.5185185185185185,40.0
country_support,0.8571428571428571,0.9,0.8780487804878048,40.0
declined_card_payment,0.5,0.775,0.607843137254902,40.0
declined_cash_withdrawal,0.5964912280701754,0.85,0.7010309278350515,40.0
declined_transfer,0.7027027027027027,0.65,0.6753246753246753,40.0
direct_debit_payment_not_recognised,0.9090909090909091,0.75,0.821917808219178,40.0
disposable_card_limits,0.8095238095238095,0.85,0.8292682926829269,40.0
edit_personal_details,0.9459459459459459,0.875,0.9090909090909091,40.0
exchange_charge,0.6875,0.825,0.75,40.0
exchange_rate,0.8780487804878049,0.9,0.888888888888889,40.0
exchange_via_app,0.8333333333333334,0.75,0.7894736842105262,40.0
extra_charge_on_statement,0.9117647058823529,0.775,0.8378378378378379,40.0
failed_transfer,0.7586206896551724,0.55,0.6376811594202898,40.0
fiat_currency_support,0.8888888888888888,0.8,0.8421052631578948,40.0
get_disposable_virtual_card,0.8108108108108109,0.75,0.7792207792207791,40.0
get_physical_card,0.7575757575757576,0.625,0.6849315068493151,40.0
getting_spare_card,0.7111111111111111,0.8,0.7529411764705882,40.0
getting_virtual_card,0.8717948717948718,0.85,0.8607594936708861,40.0
lost_or_stolen_card,0.8333333333333334,0.625,0.7142857142857143,40.0
lost_or_stolen_phone,0.8888888888888888,0.8,0.8421052631578948,40.0
order_physical_card,0.6388888888888888,0.575,0.6052631578947367,40.0
passcode_forgotten,0.9259259259259259,0.625,0.7462686567164178,40.0
pending_card_payment,0.5714285714285714,0.6,0.5853658536585366,40.0
pending_cash_withdrawal,0.574468085106383,0.675,0.6206896551724138,40.0
pending_top_up,0.7586206896551724,0.55,0.6376811594202898,40.0
pending_transfer,0.6363636363636364,0.525,0.5753424657534246,40.0
pin_blocked,0.8387096774193549,0.65,0.7323943661971831,40.0
receiving_money,1.0,0.8,0.888888888888889,40.0
Refund_not_showing_up,0.9375,0.75,0.8333333333333334,40.0
request_refund,0.7948717948717948,0.775,0.7848101265822786,40.0
reverted_card_payment?,0.5882352941176471,0.5,0.5405405405405405,40.0
supported_cards_and_currencies,0.8709677419354839,0.675,0.7605633802816901,40.0
terminate_account,0.875,0.875,0.875,40.0
top_up_by_bank_transfer_charge,0.6666666666666666,0.7,0.6829268292682926,40.0
top_up_by_card_charge,0.8205128205128205,0.8,0.810126582278481,40.0
top_up_by_cash_or_cheque,0.8484848484848485,0.7,0.7671232876712328,40.0
top_up_failed,0.7317073170731707,0.75,0.7407407407407408,40.0
top_up_limits,0.926829268292683,0.95,0.9382716049382716,40.0
top_up_reverted,0.8,0.7,0.7466666666666666,40.0
topping_up_by_card,0.7941176470588235,0.675,0.7297297297297296,40.0
transaction_charged_twice,0.8,0.7,0.7466666666666666,40.0
transfer_fee_charged,0.71875,0.575,0.6388888888888888,40.0
transfer_into_account,0.6842105263157895,0.65,0.6666666666666667,40.0
transfer_not_received_by_recipient,0.7741935483870968,0.6,0.676056338028169,40.0
transfer_timing,0.8,0.8,0.8000000000000002,40.0
unable_to_verify_identity,0.8888888888888888,0.8,0.8421052631578948,40.0
verify_my_identity,0.85,0.85,0.85,40.0
verify_source_of_funds,0.9285714285714286,0.975,0.951219512195122,40.0
verify_top_up,0.95,0.95,0.9500000000000001,40.0
virtual_card_not_working,0.9166666666666666,0.55,0.6874999999999999,40.0
visa_or_mastercard,0.96875,0.775,0.8611111111111113,40.0
why_verify_identity,0.7804878048780488,0.8,0.7901234567901235,40.0
wrong_amount_of_cash_received,0.8918918918918919,0.825,0.8571428571428571,40.0
wrong_exchange_rate_for_cash_withdrawal,0.8974358974358975,0.875,0.8860759493670887,40.0
accuracy,0.7461038961038962,0.7461038961038962,0.7461038961038962,0.7461038961038962
macro avg,0.7715038033748882,0.746103896103896,0.7486942403615462,3080.0
weighted avg,0.7715038033748882,0.7461038961038962,0.7486942403615461,3080.0
